image;xmin;ymin;xmax;ymax;label;time of day
scene00001.png;1225.3066850447967;492.5450121654501;1826.0509993108203;865.8004866180048;car;day
scene00001.png;989.7725706409374;511.07542579075425;1455.5478980013786;810.2092457420924;car;day
scene00001.png;799.2281185389387;542.8418491484184;1087.6912474155756;736.0875912408758;car;day
scene00001.png;701.3094417643006;561.3722627737226;952.7222605099932;728.1459854014598;car;day
scene00001.png;579.5727084769125;556.0778588807785;775.4100620261888;685.7907542579075;car;day
scene00001.png;195.83735354927637;585.1970802919708;277.87732598208135;651.3771289537713;car;day
scene00001.png;1725.485871812543;540.1946472019464;1857.8084079944865;661.9659367396592;car;day
scene00001.png;1878.9800137835975;542.8418491484184;1920;661.9659367396592;car;day
scene00001.png;545.1688490696072;574.6082725060827;592.8049620951068;611.6690997566909;car;day
scene00001.png;587.5120606478291;550.7834549878345;746.2991040661614;643.4355231143552;car;day
scene00001.png;494.8862853204687;474.014598540146;547.8152997932461;526.9586374695864;stop-sign;day
scene00001.png;318.8973121984838;593.1386861313869;488.2701585113715;609.021897810219;crosswalk;day
scene00013.png;452.54307374224675;553.4306569343065;791.2887663680222;746.6763990267639;car;day
scene00013.png;1431.7298414886286;505.7810218978102;1757.2432804962095;667.2603406326034;car;day
scene00013.png;1468.7801516195727;513.7226277372263;1857.8084079944865;744.029197080292;car;day
scene00013.png;1733.4252239834598;495.1922141119221;1920;778.4428223844282;car;day
scene00013.png;1733.4252239834598;495.1922141119221;1920;778.4428223844282;stop-sign;day
scene00013.png;1288.8215024121296;397.2457420924574;1362.9221226740178;471.36739659367396;stop-sign;day
scene00013.png;1317.9324603721573;553.4306569343065;1381.4472777394901;590.4914841849147;car;day
scene00013.png;1354.9827705031014;561.3722627737226;1434.3762922122676;606.3746958637469;car;day
scene00013.png;1041.3783597518952;579.9026763990267;1245.1550654720882;601.0802919708029;crosswalk;day
scene00025.png;0;537.5474452554744;563.6940041350792;879.0364963503648;car;day
scene00025.png;1392.033080634046;339.00729927007296;1487.3053066850453;442.24817518248176;stop-sign;day
scene00025.png;1669.910406616127;497.83941605839414;1920;759.912408759124;car;day
scene00025.png;1579.9310820124053;481.956204379562;1894.8587181254309;704.3211678832116;car;day
scene00025.png;1487.3053066850448;550.7834549878345;1616.9813921433495;638.1411192214111;car;day
scene00025.png;1503.1840110268781;519.0170316301703;1611.6884906960718;598.4330900243309;truck;day
scene00025.png;1357.6292212267404;556.0778588807785;1437.0227429359065;590.4914841849148;car;day
scene00025.png;1410.5582356995176;556.0778588807785;1495.2446588559615;595.7858880778588;car;day
scene00025.png;1086.368022053756;579.9026763990267;1303.3769813921433;590.4914841849148;crosswalk;day
scene00037.png;1616.9813921433495;153.7031630170316;1754.5968297725708;323.1240875912408;stop-sign;day
scene00037.png;1373.5079255685735;545.4890510948904;1460.840799448656;590.4914841849147;car;day
scene00037.png;1354.9827705031014;534.9002433090025;1646.0923501033772;664.6131386861314;car;day
scene00037.png;1659.3246037215715;540.1946472019464;1783.7077877325985;603.7274939172748;car;day
scene00037.png;1714.9000689179877;537.5474452554744;1900.1516195727086;622.257907542579;car;day
scene00037.png;1550.8201240523779;503.1338199513382;1722.8394210889044;598.4330900243309;truck;day
scene00037.png;1067.842866988284;571.9610705596107;1298.0840799448656;587.8442822384428;crosswalk;day
scene00049.png;1042.7015851137148;561.3722627737226;1204.135079255686;696.3795620437955;car;day
scene00049.png;1683.1426602343213;479.30900243309003;1920.0000000000002;638.1411192214111;truck;day
scene00049.png;1315.2860096485183;548.1362530413625;1426.436940041351;595.7858880778588;car;day
scene00049.png;1331.1647139903516;564.0194647201946;1442.3156443831842;603.7274939172748;car;day
scene00049.png;1410.5582356995176;548.1362530413625;1532.2949689869056;611.6690997566909;car;day
scene00049.png;1585.223983459683;553.4306569343065;1691.082012405238;624.905109489051;car;day
scene00049.png;1529.6485182632669;550.7834549878345;1669.910406616127;622.257907542579;car;day
scene00049.png;1476.7195037904894;553.4306569343065;1598.4562370778774;619.610705596107;car;day
scene00049.png;1437.0227429359063;553.4306569343065;1556.1130254996554;616.963503649635;car;day
scene00049.png;938.1667815299794;582.5498783454988;1054.6106133700896;601.0802919708029;crosswalk;day
scene00061.png;1021.5299793246038;556.0778588807785;1190.9028256374916;696.3795620437955;car;day
scene00061.png;1775.7684355616816;452.8369829683698;1920;638.1411192214111;truck;day
scene00061.png;1646.0923501033772;545.4890510948904;1786.3542384562372;638.1411192214111;car;day
scene00061.png;1577.2846312887664;545.4890510948904;1736.0716747070985;627.552311435523;car;day
scene00061.png;1508.4769124741558;548.1362530413625;1648.738800827016;622.257907542579;car;day
scene00061.png;1455.5478980013784;553.4306569343065;1587.8704341833218;619.610705596107;car;day
scene00061.png;1418.4975878704342;548.1362530413625;1561.4059269469333;614.3163017031629;car;day
scene00061.png;1328.5182632667127;558.7250608272506;1458.1943487250173;614.3163017031629;car;day
scene00061.png;1230.5995864920744;556.0778588807785;1323.225361819435;585.1970802919708;car;day
scene00061.png;1315.2860096485183;548.1362530413625;1431.7298414886286;595.7858880778588;car;day
scene00061.png;916.9951757408684;585.1970802919708;1028.1461061337009;595.7858880778589;crosswalk;day
scene00073.png;976.540317022743;540.1946472019464;1153.8525155065472;693.7323600973235;car;day
scene00073.png;1730.7787732598208;532.2530413625304;1920;640.7883211678832;car;day
scene00073.png;1632.8600964851828;534.9002433090025;1836.6368022053757;632.8467153284672;car;day
scene00073.png;1540.2343211578223;540.1946472019464;1720.1929703652654;624.905109489051;car;day
scene00073.png;1479.3659545141284;542.8418491484184;1643.4458993797384;624.905109489051;car;day
scene00073.png;1429.0833907649896;537.5474452554744;1598.4562370778774;611.6690997566909;car;day
scene00073.png;1307.3466574776016;553.4306569343065;1466.1337008959338;606.3746958637469;car;day
scene00073.png;1296.7608545830462;540.1946472019464;1423.790489317712;598.4330900243308;car;day
scene00073.png;845.541006202619;577.2554744525547;977.8635423845625;593.1386861313869;crosswalk;day
scene00085.png;751.5920055134391;561.3722627737226;836.2784286698829;593.1386861313869;car;day
scene00085.png;886.5609924190214;550.7834549878345;1079.751895244659;709.6155717761557;car;day
scene00085.png;1751.9503790489318;519.0170316301703;1920;646.0827250608272;car;day
scene00085.png;1894.8587181254309;564.0194647201946;1920.0000000000002;654.0243309002433;car;day
scene00085.png;1619.6278428669884;532.2530413625304;1833.990351481737;643.4355231143552;car;day
scene00085.png;1529.6485182632669;537.5474452554744;1717.5465196416267;638.1411192214111;car;day
scene00085.png;1452.9014472777396;529.6058394160584;1656.6781529979326;632.8467153284672;car;day
scene00085.png;1294.1144038594073;553.4306569343065;1458.1943487250173;616.963503649635;car;day
scene00085.png;1272.9427980702965;542.8418491484184;1423.790489317712;606.3746958637469;car;day
scene00085.png;763.501033769814;593.1386861313869;893.1771192281185;611.669099756691;crosswalk;day
scene00097.png;738.3597518952447;529.6058394160584;955.368711233632;722.8515815085159;car;day
scene00097.png;1807.5258442453483;503.1338199513382;1920.0000000000002;667.2603406326034;car;day
scene00097.png;1646.0923501033772;508.42822384428223;1892.2122674017921;651.3771289537713;car;day
scene00097.png;1521.7091660923502;500.48661800486616;1773.1219848380429;643.4355231143552;car;day
scene00097.png;1283.5286009648519;540.1946472019464;1508.4769124741558;627.552311435523;car;day
scene00097.png;1254.4176430048244;529.6058394160584;1434.3762922122676;611.669099756691;car;day
scene00097.png;1190.9028256374916;545.4890510948904;1296.7608545830462;590.4914841849147;car;day
scene00097.png;647.0572019297036;601.0802919708029;758.2081323225361;616.9635036496351;crosswalk;day
scene00097.png;948.7525844245349;590.4914841849148;1065.1964162646452;611.669099756691;crosswalk;day
scene00109.png;598.0978635423846;550.7834549878345;862.7429359062716;759.9124087591241;car;day
scene00109.png;1730.7787732598208;481.956204379562;1920;693.7323600973235;car;day
scene00109.png;1603.749138525155;542.8418491484184;1704.314266023432;630.1995133819951;car;day
scene00109.png;1000.3583735354928;569.3138686131387;1145.9131633356305;622.257907542579;car;day
scene00109.png;960.6616126809098;571.9610705596107;1047.9944865609925;614.3163017031629;car;day
scene00109.png;1333.8111647139904;542.8418491484184;1616.9813921433495;651.3771289537713;car;day
scene00109.png;1288.8215024121296;532.2530413625304;1519.0627153687112;646.0827250608272;car;day
scene00109.png;845.541006202619;614.3163017031629;1046.6712611991732;635.4939172749391;crosswalk;day
scene00121.png;415.49276361130256;534.9002433090025;778.0565127498278;794.3260340632603;car;day
scene00121.png;711.895244658856;566.6666666666666;796.5816678152999;624.905109489051;car;day
scene00121.png;1826.0509993108203;537.5474452554744;1897.5051688490698;619.610705596107;car;day
scene00121.png;1503.1840110268781;516.3698296836983;1873.6871123363198;680.4963503649635;car;day
scene00121.png;1421.1440385940732;500.48661800486616;1722.8394210889044;667.2603406326034;car;day
scene00121.png;1370.8614748449347;540.1946472019464;1508.476912474156;598.4330900243308;car;day
scene00121.png;766.1474844934528;619.610705596107;1107.539627842867;638.1411192214111;crosswalk;day
scene00133.png;258.0289455547898;524.3114355231144;739.6829772570641;852.5644768856448;car;day
scene00133.png;1673.8800827015853;476.661800486618;1920.0000000000002;712.2627737226277;car;day
scene00133.png;1851.1922811853894;574.6082725060827;1920;751.970802919708;car;day
scene00133.png;718.5113714679532;624.905109489051;1200.1654031702274;659.3187347931873;crosswalk;day
scene00145.png;88.65609924190214;524.3114355231144;694.6933149552033;879.036496350365;car;day
scene00145.png;668.2288077188147;638.1411192214111;1290.144727773949;683.1435523114354;crosswalk;day
scene00157.png;0;511.07542579075425;652.3501033769815;884.330900243309;car;day
scene00157.png;623.2391454169539;661.9659367396594;1446.2853204686426;725.4987834549878;crosswalk;day
scene00169.png;0;492.5450121654501;588.8352860096486;868.4476885644768;car;day
scene00169.png;554.4314266023432;688.4379562043795;1512.4465885596142;818.1508515815084;crosswalk;day
scene00181.png;0;487.25060827250604;395.6443831840111;876.3892944038929;car;day
scene00181.png;318.8973121984838;762.559610705596;1689.7587870434186;865.8004866180048;crosswalk;day
scene00205.png;1581.2543073742247;540.1946472019464;1803.5561681598897;646.0827250608272;car;day
scene00217.png;310.9579600275672;526.9586374695864;882.5913163335631;720.2043795620439;car;day
scene00229.png;1366.8917987594764;571.9610705596107;1409.2350103376982;609.0218978102189;car;day
scene00229.png;1478.0427291523088;574.6082725060827;1509.8001378359752;598.4330900243309;car;day
scene00229.png;999.0351481736734;569.3138686131387;1025.4996554100621;638.1411192214111;pedestrian;day
scene00229.png;1030.7925568573398;566.6666666666666;1054.6106133700896;635.4939172749391;pedestrian;day
scene00229.png;1644.7691247415576;561.3722627737226;1665.9407305306686;603.7274939172748;pedestrian;day
scene00241.png;620.592694693315;571.9610705596107;657.6430048242592;656.6715328467153;pedestrian;day
scene00241.png;594.1281874569263;577.2554744525547;623.2391454169539;651.3771289537713;pedestrian;day
scene00241.png;1819.434872501723;489.897810218978;1867.0709855272228;635.4939172749391;pedestrian;day
scene00241.png;1869.7174362508615;492.54501216545003;1909.4141971054446;571.9610705596106;pedestrian;day
scene00241.png;1343.0737422467264;550.7834549878345;1364.2453480358374;609.0218978102189;pedestrian;day
scene00241.png;1467.4569262577534;537.5474452554744;1491.2749827705031;603.7274939172748;pedestrian;day
scene00241.png;1687.1123363197796;529.6058394160584;1732.1019986216404;614.316301703163;pedestrian;day
scene00241.png;1660.647829083391;529.6058394160584;1705.6374913852517;622.2579075425791;pedestrian;day
scene00241.png;1745.3342522398348;519.0170316301703;1774.4452101998622;622.2579075425791;pedestrian;day
scene00241.png;1779.73811164714;508.42822384428223;1806.2026188835287;622.257907542579;pedestrian;day
scene00241.png;993.7422467263957;574.6082725060827;1046.6712611991732;622.257907542579;car;day
scene00241.png;1149.8828394210889;574.6082725060827;1173.7008959338386;601.0802919708029;car;day
scene00241.png;1308.6698828394212;593.1386861313869;1414.527911784976;614.316301703163;crosswalk;day
scene00253.png;858.7732598208133;569.3138686131387;935.5203308063406;630.1995133819951;car;day
scene00253.png;1001.6815988973123;574.6082725060827;1017.5603032391455;595.7858880778589;car;day
scene00253.png;1091.660923501034;569.3138686131387;1110.186078566506;590.4914841849148;car;day
scene00253.png;1086.368022053756;566.6666666666666;1094.3073742246727;577.2554744525547;car;day
scene00253.png;1671.2336319779463;534.9002433090025;1774.4452101998622;598.4330900243309;car;day
scene00253.png;424.7553411440386;566.6666666666666;461.8056512749828;659.3187347931873;pedestrian;day
scene00253.png;464.4521019986217;564.0194647201946;501.50241212956587;659.3187347931873;pedestrian;day
scene00253.png;1782.384562370779;513.7226277372263;1827.3742246726397;627.552311435523;pedestrian;day
scene00253.png;1435.699517574087;521.6642335766423;1456.871123363198;598.4330900243309;pedestrian;day
scene00253.png;1824.7277739490007;497.83941605839414;1875.0103376981392;624.905109489051;pedestrian;day
scene00253.png;1306.0234321157823;540.1946472019464;1343.0737422467264;606.3746958637469;pedestrian;day
scene00253.png;1263.6802205375604;587.8442822384428;1388.0634045485874;614.316301703163;crosswalk;day
scene00265.png;250.0895933838732;558.7250608272506;281.8470020675396;675.2019464720195;pedestrian;day
scene00265.png;276.5541006202619;566.6666666666666;326.83666436940047;672.5547445255474;pedestrian;day
scene00265.png;1319.2556857339766;537.5474452554744;1361.5988973121985;614.3163017031629;pedestrian;day
scene00265.png;1462.1640248104757;526.9586374695864;1499.2143349414198;614.316301703163;pedestrian;day
scene00265.png;657.6430048242592;564.0194647201946;808.4906960716747;667.2603406326034;car;day
scene00265.png;972.5706409372847;571.9610705596107;999.0351481736734;595.7858880778589;car;day
scene00265.png;1065.1964162646452;566.6666666666666;1078.4286698828396;579.9026763990267;car;day
scene00265.png;1070.489317711923;571.9610705596107;1096.9538249483116;590.4914841849148;car;day
scene00265.png;1750.6271536871125;545.4890510948904;1877.6567884217782;606.3746958637469;car;day
scene00265.png;1729.4555478980014;532.2530413625304;1827.3742246726397;590.4914841849148;car;day
scene00265.png;1827.3742246726397;526.9586374695864;1920.0000000000002;614.316301703163;car;day
scene00265.png;1268.9731219848381;598.4330900243309;1427.7601654031703;616.9635036496351;crosswalk;day
scene00277.png;0;574.6082725060827;75.42384562370779;844.6228710462287;car;day
scene00277.png;1578.607856650586;492.5450121654501;1634.1833218470022;630.1995133819951;pedestrian;day
scene00277.png;1374.8311509303928;524.3114355231144;1430.406616126809;619.6107055961071;pedestrian;day
scene00277.png;1168.4079944865612;558.7250608272506;1184.2866988283945;587.8442822384428;pedestrian;day
scene00277.png;893.1771192281186;571.9610705596107;919.6416264645073;622.257907542579;bicycle;day
scene00277.png;961.9848380427292;577.2554744525547;988.4493452791179;601.0802919708029;car;day
scene00277.png;1073.1357684355617;571.9610705596107;1096.9538249483114;593.1386861313869;car;day
scene00277.png;1065.1964162646452;566.6666666666666;1078.4286698828396;579.9026763990267;car;day
scene00277.png;1832.6671261199174;516.3698296836983;1896.1819434872502;577.2554744525547;car;day
scene00277.png;1216.0441075120607;548.1362530413625;1239.8621640248105;595.7858880778588;pedestrian;day
scene00277.png;1316.6092350103377;595.7858880778589;1530.9717436250862;622.2579075425791;crosswalk;day
scene00289.png;1851.1922811853894;426.3649635036496;1920;669.9075425790754;pedestrian;day
scene00289.png;1499.2143349414198;508.42822384428223;1557.436250861475;630.1995133819951;pedestrian;day
scene00289.png;1827.3742246726397;529.6058394160584;1890.8890420399725;574.6082725060827;car;day
scene00289.png;1782.384562370779;526.9586374695864;1851.1922811853894;574.6082725060827;car;day
scene00289.png;858.7732598208133;566.6666666666666;893.1771192281186;632.8467153284671;bicycle;day
scene00289.png;969.9241902136458;571.9610705596107;999.0351481736734;595.7858880778589;car;day
